i,W,q,Q,cth,t,t0,obs,value,stat,syst+,syst-,unit
344,2.746300E+00,1.212870E+00,9.625782E-01,6.488169E-01,-8.468432E-01,-2.684320E-02,ds/dt,1.018000E-01,3.680000E-02,2.450000E-02,-2.450000E-02,mub/GeV2
345,2.040700E+00,8.046509E-01,2.877657E-01,-8.570428E-01,-1.062329E+00,-2.023287E-01,ds/dt,6.490000E-02,6.700000E-03,1.520000E-02,-1.520000E-02,mub/GeV2
346,2.040700E+00,8.046509E-01,2.877657E-01,-9.434168E-01,-1.102329E+00,-2.023287E-01,ds/dt,1.870000E-02,2.700000E-03,5.300000E-03,-5.300000E-03,mub/GeV2
347,2.086100E+00,8.320452E-01,3.599764E-01,-4.356465E-01,-1.020799E+00,-1.607989E-01,ds/dt,1.699000E-01,2.580000E-02,5.310000E-02,-5.310000E-02,mub/GeV2
348,2.086100E+00,8.320452E-01,3.599764E-01,-5.024208E-01,-1.060799E+00,-1.607989E-01,ds/dt,1.681000E-01,2.850000E-02,3.070000E-02,-3.070000E-02,mub/GeV2
349,2.086100E+00,8.320452E-01,3.599764E-01,-5.691951E-01,-1.100799E+00,-1.607989E-01,ds/dt,1.855000E-01,3.910000E-02,1.180000E-02,-1.180000E-02,mub/GeV2
350,2.086100E+00,8.320452E-01,3.599764E-01,-6.359693E-01,-1.140799E+00,-1.607989E-01,ds/dt,1.666000E-01,5.850000E-02,1.170000E-02,-1.170000E-02,mub/GeV2
351,2.086100E+00,8.320452E-01,3.599764E-01,-7.027436E-01,-1.180799E+00,-1.607989E-01,ds/dt,1.670000E-01,6.170000E-02,1.180000E-02,-1.180000E-02,mub/GeV2
352,2.130600E+00,8.587022E-01,4.200402E-01,-1.921611E-01,-9.929392E-01,-1.329392E-01,ds/dt,1.294000E-01,1.240000E-02,9.900000E-03,-9.900000E-03,mub/GeV2
353,2.130600E+00,8.587022E-01,4.200402E-01,-2.476105E-01,-1.032939E+00,-1.329392E-01,ds/dt,1.405000E-01,1.330000E-02,2.240000E-02,-2.240000E-02,mub/GeV2
354,2.130600E+00,8.587022E-01,4.200402E-01,-3.030598E-01,-1.072939E+00,-1.329392E-01,ds/dt,1.427000E-01,1.370000E-02,9.100000E-03,-9.100000E-03,mub/GeV2
355,2.130600E+00,8.587022E-01,4.200402E-01,-3.585092E-01,-1.112939E+00,-1.329392E-01,ds/dt,1.591000E-01,1.680000E-02,1.120000E-02,-1.120000E-02,mub/GeV2
356,2.130600E+00,8.587022E-01,4.200402E-01,-4.139585E-01,-1.152939E+00,-1.329392E-01,ds/dt,1.567000E-01,1.770000E-02,1.230000E-02,-1.230000E-02,mub/GeV2
357,2.174200E+00,8.846452E-01,4.725472E-01,-2.861792E-02,-9.727015E-01,-1.127015E-01,ds/dt,6.910000E-02,6.500000E-03,1.950000E-02,-1.950000E-02,mub/GeV2
358,2.174200E+00,8.846452E-01,4.725472E-01,-7.646062E-02,-1.012701E+00,-1.127015E-01,ds/dt,7.380000E-02,7.100000E-03,1.070000E-02,-1.070000E-02,mub/GeV2
359,2.174200E+00,8.846452E-01,4.725472E-01,-1.243033E-01,-1.052701E+00,-1.127015E-01,ds/dt,8.000000E-02,7.800000E-03,2.080000E-02,-2.080000E-02,mub/GeV2
360,2.174200E+00,8.846452E-01,4.725472E-01,-1.721460E-01,-1.092701E+00,-1.127015E-01,ds/dt,8.370000E-02,8.300000E-03,9.500000E-03,-9.500000E-03,mub/GeV2
361,2.174200E+00,8.846452E-01,4.725472E-01,-2.199887E-01,-1.132701E+00,-1.127015E-01,ds/dt,7.690000E-02,8.000000E-03,8.700000E-03,-8.700000E-03,mub/GeV2
362,2.217000E+00,9.099537E-01,5.198419E-01,9.097078E-02,-9.572482E-01,-9.724816E-02,ds/dt,7.950000E-02,7.800000E-03,6.800000E-03,-6.800000E-03,mub/GeV2
363,2.217000E+00,9.099537E-01,5.198419E-01,4.869035E-02,-9.972482E-01,-9.724816E-02,ds/dt,8.080000E-02,8.600000E-03,1.260000E-02,-1.260000E-02,mub/GeV2
364,2.217000E+00,9.099537E-01,5.198419E-01,6.409920E-03,-1.037248E+00,-9.724816E-02,ds/dt,7.050000E-02,7.500000E-03,9.200000E-03,-9.200000E-03,mub/GeV2
365,2.217000E+00,9.099537E-01,5.198419E-01,-3.587051E-02,-1.077248E+00,-9.724816E-02,ds/dt,6.410000E-02,7.300000E-03,7.200000E-03,-7.200000E-03,mub/GeV2
366,2.217000E+00,9.099537E-01,5.198419E-01,-7.815094E-02,-1.117248E+00,-9.724816E-02,ds/dt,6.200000E-02,7.400000E-03,7.100000E-03,-7.100000E-03,mub/GeV2
367,2.258900E+00,9.345865E-01,5.630928E-01,1.829117E-01,-9.450878E-01,-8.508777E-02,ds/dt,7.750000E-02,8.100000E-03,1.740000E-02,-1.740000E-02,mub/GeV2
368,2.258900E+00,9.345865E-01,5.630928E-01,1.449076E-01,-9.850878E-01,-8.508777E-02,ds/dt,7.400000E-02,8.300000E-03,2.030000E-02,-2.030000E-02,mub/GeV2
369,2.258900E+00,9.345865E-01,5.630928E-01,1.069035E-01,-1.025088E+00,-8.508777E-02,ds/dt,7.260000E-02,8.900000E-03,6.900000E-03,-6.900000E-03,mub/GeV2
370,2.258900E+00,9.345865E-01,5.630928E-01,6.889937E-02,-1.065088E+00,-8.508777E-02,ds/dt,7.180000E-02,8.900000E-03,2.100000E-02,-2.100000E-02,mub/GeV2
371,2.258900E+00,9.345865E-01,5.630928E-01,3.089527E-02,-1.105088E+00,-8.508777E-02,ds/dt,6.640000E-02,9.900000E-03,9.500000E-03,-9.500000E-03,mub/GeV2
372,2.300100E+00,9.586769E-01,6.033136E-01,2.565477E-01,-9.352422E-01,-7.524218E-02,ds/dt,7.860000E-02,9.200000E-03,2.800000E-02,-2.800000E-02,mub/GeV2
373,2.300100E+00,9.586769E-01,6.033136E-01,2.219686E-01,-9.752422E-01,-7.524218E-02,ds/dt,8.410000E-02,9.600000E-03,1.300000E-02,-1.300000E-02,mub/GeV2
374,2.300100E+00,9.586769E-01,6.033136E-01,1.873894E-01,-1.015242E+00,-7.524218E-02,ds/dt,6.980000E-02,9.300000E-03,3.250000E-02,-3.250000E-02,mub/GeV2
375,2.300100E+00,9.586769E-01,6.033136E-01,1.528102E-01,-1.055242E+00,-7.524218E-02,ds/dt,6.900000E-02,9.600000E-03,1.530000E-02,-1.530000E-02,mub/GeV2
376,2.300100E+00,9.586769E-01,6.033136E-01,1.182310E-01,-1.095242E+00,-7.524218E-02,ds/dt,6.800000E-02,9.600000E-03,9.700000E-03,-9.700000E-03,mub/GeV2
377,2.340500E+00,9.821803E-01,6.409496E-01,3.169487E-01,-9.271442E-01,-6.714425E-02,ds/dt,1.335000E-01,1.180000E-02,1.270000E-02,-1.270000E-02,mub/GeV2
378,2.340500E+00,9.821803E-01,6.409496E-01,2.851789E-01,-9.671442E-01,-6.714425E-02,ds/dt,1.178000E-01,1.090000E-02,2.890000E-02,-2.890000E-02,mub/GeV2
379,2.340500E+00,9.821803E-01,6.409496E-01,2.534090E-01,-1.007144E+00,-6.714425E-02,ds/dt,1.134000E-01,1.120000E-02,3.510000E-02,-3.510000E-02,mub/GeV2
380,2.340500E+00,9.821803E-01,6.409496E-01,2.216392E-01,-1.047144E+00,-6.714425E-02,ds/dt,8.880000E-02,1.090000E-02,3.110000E-02,-3.110000E-02,mub/GeV2
381,2.340500E+00,9.821803E-01,6.409496E-01,1.898694E-01,-1.087144E+00,-6.714425E-02,ds/dt,6.780000E-02,9.500000E-03,1.080000E-02,-1.080000E-02,mub/GeV2
382,2.380300E+00,1.005225E+00,6.765724E-01,3.677469E-01,-9.203531E-01,-6.035306E-02,ds/dt,7.990000E-02,8.200000E-03,1.310000E-02,-1.310000E-02,mub/GeV2
383,2.380300E+00,1.005225E+00,6.765724E-01,3.383398E-01,-9.603531E-01,-6.035306E-02,ds/dt,7.900000E-02,8.300000E-03,9.500000E-03,-9.500000E-03,mub/GeV2
384,2.380300E+00,1.005225E+00,6.765724E-01,3.089327E-01,-1.000353E+00,-6.035306E-02,ds/dt,7.470000E-02,8.300000E-03,1.450000E-02,-1.450000E-02,mub/GeV2
385,2.380300E+00,1.005225E+00,6.765724E-01,2.795256E-01,-1.040353E+00,-6.035306E-02,ds/dt,6.980000E-02,9.200000E-03,1.740000E-02,-1.740000E-02,mub/GeV2
386,2.380300E+00,1.005225E+00,6.765724E-01,2.501184E-01,-1.080353E+00,-6.035306E-02,ds/dt,6.580000E-02,9.400000E-03,1.050000E-02,-1.050000E-02,mub/GeV2
387,2.419300E+00,1.027706E+00,7.102891E-01,4.109334E-01,-9.146182E-01,-5.461822E-02,ds/dt,9.400000E-02,1.290000E-02,7.600000E-03,-7.600000E-03,mub/GeV2
388,2.419300E+00,1.027706E+00,7.102891E-01,3.835349E-01,-9.546182E-01,-5.461822E-02,ds/dt,7.010000E-02,1.120000E-02,5.300000E-03,-5.300000E-03,mub/GeV2
389,2.419300E+00,1.027706E+00,7.102891E-01,3.561365E-01,-9.946182E-01,-5.461822E-02,ds/dt,7.980000E-02,1.250000E-02,6.000000E-03,-6.000000E-03,mub/GeV2
390,2.419300E+00,1.027706E+00,7.102891E-01,3.287380E-01,-1.034618E+00,-5.461822E-02,ds/dt,6.920000E-02,1.150000E-02,5.300000E-03,-5.300000E-03,mub/GeV2
391,2.419300E+00,1.027706E+00,7.102891E-01,3.013396E-01,-1.074618E+00,-5.461822E-02,ds/dt,5.630000E-02,1.030000E-02,6.700000E-03,-6.700000E-03,mub/GeV2
392,2.457800E+00,1.049806E+00,7.425760E-01,4.484074E-01,-9.096891E-01,-4.968906E-02,ds/dt,1.119000E-01,1.830000E-02,8.600000E-03,-8.600000E-03,mub/GeV2
393,2.457800E+00,1.049806E+00,7.425760E-01,4.227519E-01,-9.496891E-01,-4.968906E-02,ds/dt,8.320000E-02,1.450000E-02,6.700000E-03,-6.700000E-03,mub/GeV2
394,2.457800E+00,1.049806E+00,7.425760E-01,3.970964E-01,-9.896891E-01,-4.968906E-02,ds/dt,9.380000E-02,1.650000E-02,7.100000E-03,-7.100000E-03,mub/GeV2
395,2.457800E+00,1.049806E+00,7.425760E-01,3.714410E-01,-1.029689E+00,-4.968906E-02,ds/dt,6.900000E-02,1.330000E-02,6.400000E-03,-6.400000E-03,mub/GeV2
396,2.457800E+00,1.049806E+00,7.425760E-01,3.457855E-01,-1.069689E+00,-4.968906E-02,ds/dt,7.700000E-02,1.470000E-02,9.100000E-03,-9.100000E-03,mub/GeV2
397,2.495700E+00,1.071476E+00,7.735128E-01,4.811778E-01,-9.054281E-01,-4.542808E-02,ds/dt,8.150000E-02,1.580000E-02,8.600000E-03,-8.600000E-03,mub/GeV2
398,2.495700E+00,1.071476E+00,7.735128E-01,4.570465E-01,-9.454281E-01,-4.542808E-02,ds/dt,6.610000E-02,1.400000E-02,7.300000E-03,-7.300000E-03,mub/GeV2
399,2.495700E+00,1.071476E+00,7.735128E-01,4.329152E-01,-9.854281E-01,-4.542808E-02,ds/dt,6.440000E-02,1.380000E-02,7.500000E-03,-7.500000E-03,mub/GeV2
400,2.495700E+00,1.071476E+00,7.735128E-01,4.087840E-01,-1.025428E+00,-4.542808E-02,ds/dt,7.330000E-02,1.580000E-02,8.700000E-03,-8.700000E-03,mub/GeV2
401,2.495700E+00,1.071476E+00,7.735128E-01,3.846527E-01,-1.065428E+00,-4.542808E-02,ds/dt,4.640000E-02,1.120000E-02,5.800000E-03,-5.800000E-03,mub/GeV2
402,2.533000E+00,1.092723E+00,8.032341E-01,5.100901E-01,-9.017174E-01,-4.171739E-02,ds/dt,7.770000E-02,1.680000E-02,8.300000E-03,-8.300000E-03,mub/GeV2
403,2.533000E+00,1.092723E+00,8.032341E-01,4.873036E-01,-9.417174E-01,-4.171739E-02,ds/dt,8.640000E-02,1.940000E-02,9.200000E-03,-9.200000E-03,mub/GeV2
404,2.533000E+00,1.092723E+00,8.032341E-01,4.645171E-01,-9.817174E-01,-4.171739E-02,ds/dt,6.350000E-02,1.600000E-02,6.900000E-03,-6.900000E-03,mub/GeV2
405,2.533000E+00,1.092723E+00,8.032341E-01,4.417306E-01,-1.021717E+00,-4.171739E-02,ds/dt,6.180000E-02,1.450000E-02,7.200000E-03,-7.200000E-03,mub/GeV2
406,2.533000E+00,1.092723E+00,8.032341E-01,4.189441E-01,-1.061717E+00,-4.171739E-02,ds/dt,4.580000E-02,1.290000E-02,5.900000E-03,-5.900000E-03,mub/GeV2
407,2.569800E+00,1.113612E+00,8.319272E-01,5.358595E-01,-8.984564E-01,-3.845638E-02,ds/dt,5.270000E-02,1.380000E-02,8.600000E-03,-8.600000E-03,mub/GeV2
408,2.569800E+00,1.113612E+00,8.319272E-01,5.142716E-01,-9.384564E-01,-3.845638E-02,ds/dt,7.050000E-02,1.870000E-02,1.170000E-02,-1.170000E-02,mub/GeV2
409,2.569800E+00,1.113612E+00,8.319272E-01,4.926837E-01,-9.784564E-01,-3.845638E-02,ds/dt,3.980000E-02,1.210000E-02,6.600000E-03,-6.600000E-03,mub/GeV2
410,2.569800E+00,1.113612E+00,8.319272E-01,4.710958E-01,-1.018456E+00,-3.845638E-02,ds/dt,4.810000E-02,1.360000E-02,8.200000E-03,-8.200000E-03,mub/GeV2
411,2.569800E+00,1.113612E+00,8.319272E-01,4.495078E-01,-1.058456E+00,-3.845638E-02,ds/dt,6.870000E-02,1.970000E-02,1.340000E-02,-1.340000E-02,mub/GeV2
412,2.606100E+00,1.134147E+00,8.596788E-01,5.589755E-01,-8.955745E-01,-3.557446E-02,ds/dt,1.142000E-01,3.180000E-02,1.870000E-02,-1.870000E-02,mub/GeV2
413,2.606100E+00,1.134147E+00,8.596788E-01,5.384627E-01,-9.355745E-01,-3.557446E-02,ds/dt,5.640000E-02,1.880000E-02,1.050000E-02,-1.050000E-02,mub/GeV2
414,2.606100E+00,1.134147E+00,8.596788E-01,5.179499E-01,-9.755745E-01,-3.557446E-02,ds/dt,8.360000E-02,2.330000E-02,1.370000E-02,-1.370000E-02,mub/GeV2
415,2.606100E+00,1.134147E+00,8.596788E-01,4.974372E-01,-1.015574E+00,-3.557446E-02,ds/dt,5.090000E-02,1.740000E-02,8.300000E-03,-8.300000E-03,mub/GeV2
416,2.606100E+00,1.134147E+00,8.596788E-01,4.769244E-01,-1.055574E+00,-3.557446E-02,ds/dt,4.990000E-02,1.720000E-02,9.200000E-03,-9.200000E-03,mub/GeV2
417,2.641800E+00,1.154280E+00,8.864876E-01,5.797723E-01,-8.930215E-01,-3.302147E-02,ds/dt,7.600000E-02,2.020000E-02,1.120000E-02,-1.120000E-02,mub/GeV2
418,2.641800E+00,1.154280E+00,8.864876E-01,5.602268E-01,-9.330215E-01,-3.302147E-02,ds/dt,7.470000E-02,2.410000E-02,1.180000E-02,-1.180000E-02,mub/GeV2
419,2.641800E+00,1.154280E+00,8.864876E-01,5.406813E-01,-9.730215E-01,-3.302147E-02,ds/dt,8.480000E-02,2.360000E-02,1.250000E-02,-1.250000E-02,mub/GeV2
420,2.641800E+00,1.154280E+00,8.864876E-01,5.211359E-01,-1.013021E+00,-3.302147E-02,ds/dt,6.500000E-02,2.050000E-02,9.600000E-03,-9.600000E-03,mub/GeV2
421,2.641800E+00,1.154280E+00,8.864876E-01,5.015904E-01,-1.053021E+00,-3.302147E-02,ds/dt,4.370000E-02,1.690000E-02,1.000000E-02,-1.000000E-02,mub/GeV2
422,2.677100E+00,1.174127E+00,9.125655E-01,5.986813E-01,-8.907368E-01,-3.073675E-02,ds/dt,7.990000E-02,2.480000E-02,1.180000E-02,-1.180000E-02,mub/GeV2
423,2.677100E+00,1.174127E+00,9.125655E-01,5.800153E-01,-9.307368E-01,-3.073675E-02,ds/dt,8.070000E-02,2.600000E-02,1.430000E-02,-1.430000E-02,mub/GeV2
424,2.677100E+00,1.174127E+00,9.125655E-01,5.613493E-01,-9.707368E-01,-3.073675E-02,ds/dt,9.240000E-02,2.870000E-02,1.360000E-02,-1.360000E-02,mub/GeV2
425,2.677100E+00,1.174127E+00,9.125655E-01,5.426834E-01,-1.010737E+00,-3.073675E-02,ds/dt,8.190000E-02,2.810000E-02,1.250000E-02,-1.250000E-02,mub/GeV2
426,2.677100E+00,1.174127E+00,9.125655E-01,5.240174E-01,-1.050737E+00,-3.073675E-02,ds/dt,5.980000E-02,2.370000E-02,1.370000E-02,-1.370000E-02,mub/GeV2
427,2.711900E+00,1.193637E+00,9.378900E-01,6.159000E-01,-8.886896E-01,-2.868962E-02,ds/dt,8.310000E-02,3.010000E-02,1.840000E-02,-1.840000E-02,mub/GeV2
428,2.711900E+00,1.193637E+00,9.378900E-01,5.980348E-01,-9.286896E-01,-2.868962E-02,ds/dt,1.055000E-01,3.710000E-02,2.350000E-02,-2.350000E-02,mub/GeV2
429,2.711900E+00,1.193637E+00,9.378900E-01,5.801697E-01,-9.686896E-01,-2.868962E-02,ds/dt,9.510000E-02,3.930000E-02,2.110000E-02,-2.110000E-02,mub/GeV2
430,2.711900E+00,1.193637E+00,9.378900E-01,5.623046E-01,-1.008690E+00,-2.868962E-02,ds/dt,8.520000E-02,3.220000E-02,1.940000E-02,-1.940000E-02,mub/GeV2
431,2.711900E+00,1.193637E+00,9.378900E-01,5.444395E-01,-1.048690E+00,-2.868962E-02,ds/dt,6.740000E-02,2.980000E-02,2.870000E-02,-2.870000E-02,mub/GeV2
432,2.746300E+00,1.212870E+00,9.625782E-01,6.316860E-01,-8.868432E-01,-2.684320E-02,ds/dt,1.057000E-01,3.910000E-02,2.330000E-02,-2.330000E-02,mub/GeV2
433,2.746300E+00,1.212870E+00,9.625782E-01,6.145551E-01,-9.268432E-01,-2.684320E-02,ds/dt,8.470000E-02,3.570000E-02,1.870000E-02,-1.870000E-02,mub/GeV2
434,2.746300E+00,1.212870E+00,9.625782E-01,5.974243E-01,-9.668432E-01,-2.684320E-02,ds/dt,5.770000E-02,2.940000E-02,1.270000E-02,-1.270000E-02,mub/GeV2
435,2.746300E+00,1.212870E+00,9.625782E-01,5.802934E-01,-1.006843E+00,-2.684320E-02,ds/dt,4.530000E-02,2.240000E-02,1.000000E-02,-1.000000E-02,mub/GeV2
436,2.746300E+00,1.212870E+00,9.625782E-01,5.631625E-01,-1.046843E+00,-2.684320E-02,ds/dt,5.750000E-02,2.630000E-02,2.580000E-02,-2.580000E-02,mub/GeV2
437,2.086100E+00,8.320452E-01,3.599764E-01,-7.695178E-01,-1.220799E+00,-1.607989E-01,ds/dt,1.411000E-01,4.810000E-02,1.130000E-02,-1.130000E-02,mub/GeV2
438,2.086100E+00,8.320452E-01,3.599764E-01,-8.362921E-01,-1.260799E+00,-1.607989E-01,ds/dt,6.720000E-02,2.640000E-02,5.400000E-03,-5.400000E-03,mub/GeV2
439,2.130600E+00,8.587022E-01,4.200402E-01,-4.694079E-01,-1.192939E+00,-1.329392E-01,ds/dt,1.671000E-01,2.600000E-02,1.340000E-02,-1.340000E-02,mub/GeV2
440,2.130600E+00,8.587022E-01,4.200402E-01,-5.248572E-01,-1.232939E+00,-1.329392E-01,ds/dt,1.558000E-01,2.520000E-02,1.380000E-02,-1.380000E-02,mub/GeV2
441,2.130600E+00,8.587022E-01,4.200402E-01,-5.803066E-01,-1.272939E+00,-1.329392E-01,ds/dt,1.311000E-01,2.950000E-02,1.480000E-02,-1.480000E-02,mub/GeV2
442,2.130600E+00,8.587022E-01,4.200402E-01,-6.357560E-01,-1.312939E+00,-1.329392E-01,ds/dt,1.175000E-01,4.070000E-02,1.350000E-02,-1.350000E-02,mub/GeV2
443,2.130600E+00,8.587022E-01,4.200402E-01,-6.912053E-01,-1.352939E+00,-1.329392E-01,ds/dt,1.222000E-01,4.000000E-02,2.310000E-02,-2.310000E-02,mub/GeV2
444,2.174200E+00,8.846452E-01,4.725472E-01,-2.678314E-01,-1.172701E+00,-1.127015E-01,ds/dt,8.180000E-02,9.200000E-03,1.100000E-02,-1.100000E-02,mub/GeV2
445,2.174200E+00,8.846452E-01,4.725472E-01,-3.156741E-01,-1.212701E+00,-1.127015E-01,ds/dt,8.590000E-02,9.900000E-03,1.180000E-02,-1.180000E-02,mub/GeV2
446,2.174200E+00,8.846452E-01,4.725472E-01,-3.635168E-01,-1.252701E+00,-1.127015E-01,ds/dt,9.020000E-02,1.080000E-02,1.110000E-02,-1.110000E-02,mub/GeV2
447,2.174200E+00,8.846452E-01,4.725472E-01,-4.113595E-01,-1.292701E+00,-1.127015E-01,ds/dt,9.330000E-02,1.150000E-02,1.160000E-02,-1.160000E-02,mub/GeV2
448,2.174200E+00,8.846452E-01,4.725472E-01,-4.592022E-01,-1.332701E+00,-1.127015E-01,ds/dt,1.138000E-01,1.530000E-02,1.560000E-02,-1.560000E-02,mub/GeV2
449,2.217000E+00,9.099537E-01,5.198419E-01,-1.204314E-01,-1.157248E+00,-9.724816E-02,ds/dt,6.550000E-02,8.000000E-03,8.800000E-03,-8.800000E-03,mub/GeV2
450,2.217000E+00,9.099537E-01,5.198419E-01,-1.627118E-01,-1.197248E+00,-9.724816E-02,ds/dt,6.050000E-02,7.600000E-03,8.200000E-03,-8.200000E-03,mub/GeV2
451,2.217000E+00,9.099537E-01,5.198419E-01,-2.049922E-01,-1.237248E+00,-9.724816E-02,ds/dt,6.060000E-02,7.700000E-03,7.500000E-03,-7.500000E-03,mub/GeV2
452,2.217000E+00,9.099537E-01,5.198419E-01,-2.472727E-01,-1.277248E+00,-9.724816E-02,ds/dt,5.890000E-02,7.800000E-03,7.300000E-03,-7.300000E-03,mub/GeV2
453,2.217000E+00,9.099537E-01,5.198419E-01,-2.895531E-01,-1.317248E+00,-9.724816E-02,ds/dt,5.460000E-02,7.700000E-03,7.500000E-03,-7.500000E-03,mub/GeV2
454,2.258900E+00,9.345865E-01,5.630928E-01,-7.108841E-03,-1.145088E+00,-8.508777E-02,ds/dt,7.070000E-02,9.700000E-03,1.440000E-02,-1.440000E-02,mub/GeV2
455,2.258900E+00,9.345865E-01,5.630928E-01,-4.511295E-02,-1.185088E+00,-8.508777E-02,ds/dt,6.270000E-02,8.900000E-03,1.300000E-02,-1.300000E-02,mub/GeV2
456,2.258900E+00,9.345865E-01,5.630928E-01,-8.311705E-02,-1.225088E+00,-8.508777E-02,ds/dt,5.640000E-02,8.200000E-03,1.130000E-02,-1.130000E-02,mub/GeV2
457,2.258900E+00,9.345865E-01,5.630928E-01,-1.211212E-01,-1.265088E+00,-8.508777E-02,ds/dt,5.410000E-02,7.600000E-03,1.080000E-02,-1.080000E-02,mub/GeV2
458,2.258900E+00,9.345865E-01,5.630928E-01,-1.591253E-01,-1.305088E+00,-8.508777E-02,ds/dt,5.460000E-02,7.900000E-03,9.900000E-03,-9.900000E-03,mub/GeV2
459,2.300100E+00,9.586769E-01,6.033136E-01,8.365185E-02,-1.135242E+00,-7.524218E-02,ds/dt,5.870000E-02,8.800000E-03,1.200000E-02,-1.200000E-02,mub/GeV2
460,2.300100E+00,9.586769E-01,6.033136E-01,4.907267E-02,-1.175242E+00,-7.524218E-02,ds/dt,5.220000E-02,8.700000E-03,1.070000E-02,-1.070000E-02,mub/GeV2
461,2.300100E+00,9.586769E-01,6.033136E-01,1.449350E-02,-1.215242E+00,-7.524218E-02,ds/dt,4.790000E-02,7.000000E-03,9.600000E-03,-9.600000E-03,mub/GeV2
462,2.300100E+00,9.586769E-01,6.033136E-01,-2.008568E-02,-1.255242E+00,-7.524218E-02,ds/dt,4.150000E-02,7.000000E-03,8.300000E-03,-8.300000E-03,mub/GeV2
463,2.300100E+00,9.586769E-01,6.033136E-01,-5.466485E-02,-1.295242E+00,-7.524218E-02,ds/dt,4.140000E-02,7.300000E-03,7.500000E-03,-7.500000E-03,mub/GeV2
464,2.340500E+00,9.821803E-01,6.409496E-01,1.580995E-01,-1.127144E+00,-6.714425E-02,ds/dt,6.110000E-02,8.600000E-03,1.060000E-02,-1.060000E-02,mub/GeV2
465,2.340500E+00,9.821803E-01,6.409496E-01,1.263297E-01,-1.167144E+00,-6.714425E-02,ds/dt,6.240000E-02,8.800000E-03,1.080000E-02,-1.080000E-02,mub/GeV2
466,2.340500E+00,9.821803E-01,6.409496E-01,9.455988E-02,-1.207144E+00,-6.714425E-02,ds/dt,5.980000E-02,7.900000E-03,1.050000E-02,-1.050000E-02,mub/GeV2
467,2.340500E+00,9.821803E-01,6.409496E-01,6.279006E-02,-1.247144E+00,-6.714425E-02,ds/dt,6.390000E-02,8.200000E-03,1.260000E-02,-1.260000E-02,mub/GeV2
468,2.340500E+00,9.821803E-01,6.409496E-01,3.102023E-02,-1.287144E+00,-6.714425E-02,ds/dt,5.670000E-02,8.000000E-03,1.180000E-02,-1.180000E-02,mub/GeV2
469,2.380300E+00,1.005225E+00,6.765724E-01,2.207113E-01,-1.120353E+00,-6.035306E-02,ds/dt,5.540000E-02,8.300000E-03,1.010000E-02,-1.010000E-02,mub/GeV2
470,2.380300E+00,1.005225E+00,6.765724E-01,1.913042E-01,-1.160353E+00,-6.035306E-02,ds/dt,5.210000E-02,8.400000E-03,9.600000E-03,-9.600000E-03,mub/GeV2
471,2.380300E+00,1.005225E+00,6.765724E-01,1.618971E-01,-1.200353E+00,-6.035306E-02,ds/dt,5.050000E-02,7.900000E-03,9.900000E-03,-9.900000E-03,mub/GeV2
472,2.380300E+00,1.005225E+00,6.765724E-01,1.324900E-01,-1.240353E+00,-6.035306E-02,ds/dt,4.790000E-02,7.500000E-03,9.300000E-03,-9.300000E-03,mub/GeV2
473,2.380300E+00,1.005225E+00,6.765724E-01,1.030829E-01,-1.280353E+00,-6.035306E-02,ds/dt,4.100000E-02,6.700000E-03,8.500000E-03,-8.500000E-03,mub/GeV2
474,2.419300E+00,1.027706E+00,7.102891E-01,2.739411E-01,-1.114618E+00,-5.461822E-02,ds/dt,6.750000E-02,1.280000E-02,8.000000E-03,-8.000000E-03,mub/GeV2
475,2.419300E+00,1.027706E+00,7.102891E-01,2.465427E-01,-1.154618E+00,-5.461822E-02,ds/dt,5.680000E-02,1.170000E-02,6.700000E-03,-6.700000E-03,mub/GeV2
476,2.419300E+00,1.027706E+00,7.102891E-01,2.191443E-01,-1.194618E+00,-5.461822E-02,ds/dt,5.150000E-02,1.060000E-02,6.100000E-03,-6.100000E-03,mub/GeV2
477,2.419300E+00,1.027706E+00,7.102891E-01,1.917458E-01,-1.234618E+00,-5.461822E-02,ds/dt,5.970000E-02,1.320000E-02,7.000000E-03,-7.000000E-03,mub/GeV2
478,2.419300E+00,1.027706E+00,7.102891E-01,1.643474E-01,-1.274618E+00,-5.461822E-02,ds/dt,4.990000E-02,1.250000E-02,7.500000E-03,-7.500000E-03,mub/GeV2
479,2.457800E+00,1.049806E+00,7.425760E-01,3.201300E-01,-1.109689E+00,-4.968906E-02,ds/dt,5.940000E-02,1.230000E-02,7.300000E-03,-7.300000E-03,mub/GeV2
480,2.457800E+00,1.049806E+00,7.425760E-01,2.944745E-01,-1.149689E+00,-4.968906E-02,ds/dt,5.420000E-02,1.240000E-02,6.400000E-03,-6.400000E-03,mub/GeV2
481,2.457800E+00,1.049806E+00,7.425760E-01,2.688191E-01,-1.189689E+00,-4.968906E-02,ds/dt,5.280000E-02,1.210000E-02,6.300000E-03,-6.300000E-03,mub/GeV2
482,2.457800E+00,1.049806E+00,7.425760E-01,2.431636E-01,-1.229689E+00,-4.968906E-02,ds/dt,4.230000E-02,1.200000E-02,5.100000E-03,-5.100000E-03,mub/GeV2
483,2.457800E+00,1.049806E+00,7.425760E-01,2.175081E-01,-1.269689E+00,-4.968906E-02,ds/dt,3.000000E-02,8.600000E-03,4.500000E-03,-4.500000E-03,mub/GeV2
