i,W,q,Q,cth,t,t0,obs,value,stat,syst+,syst-,unit
624,2.300100E+00,9.586769E-01,6.033136E-01,-3.312983E-01,-1.615242E+00,-7.524218E-02,ds/dt,3.590000E-02,7.600000E-03,7.800000E-03,-7.800000E-03,mub/GeV2
625,2.300100E+00,9.586769E-01,6.033136E-01,-3.658774E-01,-1.655242E+00,-7.524218E-02,ds/dt,3.750000E-02,1.030000E-02,8.300000E-03,-8.300000E-03,mub/GeV2
626,2.300100E+00,9.586769E-01,6.033136E-01,-4.004566E-01,-1.695242E+00,-7.524218E-02,ds/dt,3.120000E-02,1.000000E-02,6.800000E-03,-6.800000E-03,mub/GeV2
627,2.340500E+00,9.821803E-01,6.409496E-01,-1.595987E-01,-1.527144E+00,-6.714425E-02,ds/dt,4.120000E-02,7.200000E-03,1.560000E-02,-1.560000E-02,mub/GeV2
628,2.340500E+00,9.821803E-01,6.409496E-01,-1.913686E-01,-1.567144E+00,-6.714425E-02,ds/dt,4.180000E-02,6.700000E-03,1.580000E-02,-1.580000E-02,mub/GeV2
629,2.340500E+00,9.821803E-01,6.409496E-01,-2.231384E-01,-1.607144E+00,-6.714425E-02,ds/dt,4.120000E-02,6.800000E-03,1.310000E-02,-1.310000E-02,mub/GeV2
630,2.340500E+00,9.821803E-01,6.409496E-01,-2.549082E-01,-1.647144E+00,-6.714425E-02,ds/dt,4.400000E-02,6.600000E-03,1.390000E-02,-1.390000E-02,mub/GeV2
631,2.340500E+00,9.821803E-01,6.409496E-01,-2.866781E-01,-1.687144E+00,-6.714425E-02,ds/dt,3.510000E-02,6.100000E-03,1.440000E-02,-1.440000E-02,mub/GeV2
632,2.380300E+00,1.005225E+00,6.765724E-01,-7.335987E-02,-1.520353E+00,-6.035306E-02,ds/dt,2.690000E-02,5.400000E-03,1.020000E-02,-1.020000E-02,mub/GeV2
633,2.380300E+00,1.005225E+00,6.765724E-01,-1.027670E-01,-1.560353E+00,-6.035306E-02,ds/dt,3.080000E-02,6.200000E-03,1.170000E-02,-1.170000E-02,mub/GeV2
634,2.380300E+00,1.005225E+00,6.765724E-01,-1.321741E-01,-1.600353E+00,-6.035306E-02,ds/dt,3.290000E-02,6.500000E-03,1.050000E-02,-1.050000E-02,mub/GeV2
635,2.380300E+00,1.005225E+00,6.765724E-01,-1.615812E-01,-1.640353E+00,-6.035306E-02,ds/dt,4.610000E-02,9.000000E-03,1.470000E-02,-1.470000E-02,mub/GeV2
636,2.380300E+00,1.005225E+00,6.765724E-01,-1.909883E-01,-1.680353E+00,-6.035306E-02,ds/dt,3.810000E-02,7.800000E-03,1.570000E-02,-1.570000E-02,mub/GeV2
637,2.419300E+00,1.027706E+00,7.102891E-01,-4.332307E-05,-1.514618E+00,-5.461822E-02,ds/dt,3.450000E-02,1.300000E-02,1.280000E-02,-1.280000E-02,mub/GeV2
638,2.419300E+00,1.027706E+00,7.102891E-01,-2.744177E-02,-1.554618E+00,-5.461822E-02,ds/dt,4.440000E-02,1.770000E-02,1.650000E-02,-1.650000E-02,mub/GeV2
639,2.419300E+00,1.027706E+00,7.102891E-01,-5.484022E-02,-1.594618E+00,-5.461822E-02,ds/dt,3.500000E-02,1.550000E-02,1.300000E-02,-1.300000E-02,mub/GeV2
640,2.419300E+00,1.027706E+00,7.102891E-01,-8.223866E-02,-1.634618E+00,-5.461822E-02,ds/dt,3.130000E-02,1.490000E-02,1.160000E-02,-1.160000E-02,mub/GeV2
641,2.419300E+00,1.027706E+00,7.102891E-01,-1.096371E-01,-1.674618E+00,-5.461822E-02,ds/dt,3.610000E-02,1.710000E-02,1.160000E-02,-1.160000E-02,mub/GeV2
642,2.457800E+00,1.049806E+00,7.425760E-01,6.357529E-02,-1.509689E+00,-4.968906E-02,ds/dt,3.110000E-02,1.370000E-02,1.150000E-02,-1.150000E-02,mub/GeV2
643,2.457800E+00,1.049806E+00,7.425760E-01,3.791982E-02,-1.549689E+00,-4.968906E-02,ds/dt,3.260000E-02,1.430000E-02,1.220000E-02,-1.220000E-02,mub/GeV2
644,2.457800E+00,1.049806E+00,7.425760E-01,1.226435E-02,-1.589689E+00,-4.968906E-02,ds/dt,3.350000E-02,1.690000E-02,1.290000E-02,-1.290000E-02,mub/GeV2
645,2.457800E+00,1.049806E+00,7.425760E-01,-1.339112E-02,-1.629689E+00,-4.968906E-02,ds/dt,2.690000E-02,1.300000E-02,1.020000E-02,-1.020000E-02,mub/GeV2
646,2.457800E+00,1.049806E+00,7.425760E-01,-3.904659E-02,-1.669689E+00,-4.968906E-02,ds/dt,2.420000E-02,1.470000E-02,7.800000E-03,-7.800000E-03,mub/GeV2
647,2.495700E+00,1.071476E+00,7.735128E-01,1.192088E-01,-1.505428E+00,-4.542808E-02,ds/dt,5.010000E-02,2.350000E-02,9.200000E-03,-9.200000E-03,mub/GeV2
648,2.495700E+00,1.071476E+00,7.735128E-01,9.507749E-02,-1.545428E+00,-4.542808E-02,ds/dt,5.000000E-02,2.570000E-02,9.100000E-03,-9.100000E-03,mub/GeV2
649,2.495700E+00,1.071476E+00,7.735128E-01,7.094622E-02,-1.585428E+00,-4.542808E-02,ds/dt,3.810000E-02,2.200000E-02,7.000000E-03,-7.000000E-03,mub/GeV2
650,2.495700E+00,1.071476E+00,7.735128E-01,4.681495E-02,-1.625428E+00,-4.542808E-02,ds/dt,4.490000E-02,2.960000E-02,8.200000E-03,-8.200000E-03,mub/GeV2
651,2.533000E+00,1.092723E+00,8.032341E-01,1.682925E-01,-1.501717E+00,-4.171739E-02,ds/dt,4.020000E-02,2.220000E-02,7.300000E-03,-7.300000E-03,mub/GeV2
652,2.533000E+00,1.092723E+00,8.032341E-01,1.455060E-01,-1.541717E+00,-4.171739E-02,ds/dt,4.130000E-02,2.360000E-02,7.600000E-03,-7.600000E-03,mub/GeV2
653,2.533000E+00,1.092723E+00,8.032341E-01,1.227195E-01,-1.581717E+00,-4.171739E-02,ds/dt,3.090000E-02,1.930000E-02,5.600000E-03,-5.600000E-03,mub/GeV2
654,2.533000E+00,1.092723E+00,8.032341E-01,9.993297E-02,-1.621717E+00,-4.171739E-02,ds/dt,4.640000E-02,3.440000E-02,8.900000E-03,-8.900000E-03,mub/GeV2
655,2.569800E+00,1.113612E+00,8.319272E-01,2.120406E-01,-1.498456E+00,-3.845638E-02,ds/dt,3.520000E-02,1.830000E-02,1.240000E-02,-1.240000E-02,mub/GeV2
656,2.569800E+00,1.113612E+00,8.319272E-01,1.904527E-01,-1.538456E+00,-3.845638E-02,ds/dt,2.970000E-02,2.050000E-02,1.050000E-02,-1.050000E-02,mub/GeV2
657,2.569800E+00,1.113612E+00,8.319272E-01,1.688648E-01,-1.578456E+00,-3.845638E-02,ds/dt,4.500000E-02,3.190000E-02,1.590000E-02,-1.590000E-02,mub/GeV2
658,2.569800E+00,1.113612E+00,8.319272E-01,1.472768E-01,-1.618456E+00,-3.845638E-02,ds/dt,4.310000E-02,3.540000E-02,1.520000E-02,-1.520000E-02,mub/GeV2
659,2.606100E+00,1.134147E+00,8.596788E-01,2.512839E-01,-1.495574E+00,-3.557446E-02,ds/dt,7.060000E-02,3.920000E-02,2.500000E-02,-2.500000E-02,mub/GeV2
660,2.606100E+00,1.134147E+00,8.596788E-01,2.307712E-01,-1.535574E+00,-3.557446E-02,ds/dt,2.690000E-02,2.010000E-02,9.500000E-03,-9.500000E-03,mub/GeV2
661,2.606100E+00,1.134147E+00,8.596788E-01,2.102584E-01,-1.575574E+00,-3.557446E-02,ds/dt,5.050000E-02,3.900000E-02,1.790000E-02,-1.790000E-02,mub/GeV2
662,2.606100E+00,1.134147E+00,8.596788E-01,1.897456E-01,-1.615574E+00,-3.557446E-02,ds/dt,3.210000E-02,2.520000E-02,1.130000E-02,-1.130000E-02,mub/GeV2
663,2.641800E+00,1.154280E+00,8.864876E-01,2.865902E-01,-1.493021E+00,-3.302147E-02,ds/dt,3.570000E-02,2.260000E-02,2.170000E-02,-2.170000E-02,mub/GeV2
664,2.641800E+00,1.154280E+00,8.864876E-01,2.670447E-01,-1.533021E+00,-3.302147E-02,ds/dt,2.700000E-02,1.980000E-02,1.640000E-02,-1.640000E-02,mub/GeV2
665,2.641800E+00,1.154280E+00,8.864876E-01,2.474992E-01,-1.573021E+00,-3.302147E-02,ds/dt,3.420000E-02,2.350000E-02,2.070000E-02,-2.070000E-02,mub/GeV2
666,2.641800E+00,1.154280E+00,8.864876E-01,2.279537E-01,-1.613021E+00,-3.302147E-02,ds/dt,9.200000E-03,8.200000E-03,5.500000E-03,-5.500000E-03,mub/GeV2
667,2.677100E+00,1.174127E+00,9.125655E-01,3.186915E-01,-1.490737E+00,-3.073675E-02,ds/dt,3.070000E-02,2.310000E-02,1.860000E-02,-1.860000E-02,mub/GeV2
668,2.677100E+00,1.174127E+00,9.125655E-01,3.000256E-01,-1.530737E+00,-3.073675E-02,ds/dt,3.190000E-02,2.510000E-02,1.930000E-02,-1.930000E-02,mub/GeV2
669,2.677100E+00,1.174127E+00,9.125655E-01,2.813596E-01,-1.570737E+00,-3.073675E-02,ds/dt,2.870000E-02,2.180000E-02,1.730000E-02,-1.730000E-02,mub/GeV2
670,2.677100E+00,1.174127E+00,9.125655E-01,2.626936E-01,-1.610737E+00,-3.073675E-02,ds/dt,2.410000E-02,1.950000E-02,1.460000E-02,-1.460000E-02,mub/GeV2
671,2.711900E+00,1.193637E+00,9.378900E-01,3.479232E-01,-1.488690E+00,-2.868962E-02,ds/dt,4.160000E-02,3.390000E-02,2.910000E-02,-2.910000E-02,mub/GeV2
672,2.711900E+00,1.193637E+00,9.378900E-01,3.300581E-01,-1.528690E+00,-2.868962E-02,ds/dt,4.030000E-02,3.480000E-02,3.230000E-02,-3.230000E-02,mub/GeV2
673,2.711900E+00,1.193637E+00,9.378900E-01,3.121930E-01,-1.568690E+00,-2.868962E-02,ds/dt,3.130000E-02,3.110000E-02,2.190000E-02,-2.190000E-02,mub/GeV2
674,2.711900E+00,1.193637E+00,9.378900E-01,2.943278E-01,-1.608690E+00,-2.868962E-02,ds/dt,3.260000E-02,2.930000E-02,2.600000E-02,-2.600000E-02,mub/GeV2
675,2.746300E+00,1.212870E+00,9.625782E-01,3.747228E-01,-1.486843E+00,-2.684320E-02,ds/dt,1.060000E-02,1.080000E-02,8.500000E-03,-8.500000E-03,mub/GeV2
676,2.746300E+00,1.212870E+00,9.625782E-01,3.575919E-01,-1.526843E+00,-2.684320E-02,ds/dt,1.780000E-02,1.750000E-02,1.420000E-02,-1.420000E-02,mub/GeV2
677,2.746300E+00,1.212870E+00,9.625782E-01,3.404610E-01,-1.566843E+00,-2.684320E-02,ds/dt,1.750000E-02,1.840000E-02,1.400000E-02,-1.400000E-02,mub/GeV2
678,2.746300E+00,1.212870E+00,9.625782E-01,3.233301E-01,-1.606843E+00,-2.684320E-02,ds/dt,3.250000E-02,3.240000E-02,2.340000E-02,-2.340000E-02,mub/GeV2
679,2.217000E+00,9.099537E-01,5.198419E-01,-7.546378E-01,-1.757248E+00,-9.724816E-02,ds/dt,3.820000E-02,1.630000E-02,1.240000E-02,-1.240000E-02,mub/GeV2
680,2.217000E+00,9.099537E-01,5.198419E-01,-7.969182E-01,-1.797248E+00,-9.724816E-02,ds/dt,2.590000E-02,1.400000E-02,1.580000E-02,-1.580000E-02,mub/GeV2
681,2.217000E+00,9.099537E-01,5.198419E-01,-8.391987E-01,-1.837248E+00,-9.724816E-02,ds/dt,2.570000E-02,5.300000E-03,1.590000E-02,-1.590000E-02,mub/GeV2
682,2.217000E+00,9.099537E-01,5.198419E-01,-8.814791E-01,-1.877248E+00,-9.724816E-02,ds/dt,1.960000E-02,4.700000E-03,1.210000E-02,-1.210000E-02,mub/GeV2
683,2.258900E+00,9.345865E-01,5.630928E-01,-5.771704E-01,-1.745088E+00,-8.508777E-02,ds/dt,9.230000E-02,3.230000E-02,2.020000E-02,-2.020000E-02,mub/GeV2
684,2.258900E+00,9.345865E-01,5.630928E-01,-6.151746E-01,-1.785088E+00,-8.508777E-02,ds/dt,8.500000E-02,3.560000E-02,2.160000E-02,-2.160000E-02,mub/GeV2
685,2.258900E+00,9.345865E-01,5.630928E-01,-6.531787E-01,-1.825088E+00,-8.508777E-02,ds/dt,8.350000E-02,4.490000E-02,2.130000E-02,-2.130000E-02,mub/GeV2
686,2.258900E+00,9.345865E-01,5.630928E-01,-6.911828E-01,-1.865088E+00,-8.508777E-02,ds/dt,7.050000E-02,4.000000E-02,1.300000E-02,-1.300000E-02,mub/GeV2
687,2.300100E+00,9.586769E-01,6.033136E-01,-4.350358E-01,-1.735242E+00,-7.524218E-02,ds/dt,4.330000E-02,1.080000E-02,9.600000E-03,-9.600000E-03,mub/GeV2
688,2.300100E+00,9.586769E-01,6.033136E-01,-4.696150E-01,-1.775242E+00,-7.524218E-02,ds/dt,5.620000E-02,1.450000E-02,1.430000E-02,-1.430000E-02,mub/GeV2
689,2.300100E+00,9.586769E-01,6.033136E-01,-5.041941E-01,-1.815242E+00,-7.524218E-02,ds/dt,6.770000E-02,1.920000E-02,1.720000E-02,-1.720000E-02,mub/GeV2
690,2.300100E+00,9.586769E-01,6.033136E-01,-5.387733E-01,-1.855242E+00,-7.524218E-02,ds/dt,7.040000E-02,1.980000E-02,1.300000E-02,-1.300000E-02,mub/GeV2
691,2.340500E+00,9.821803E-01,6.409496E-01,-3.184479E-01,-1.727144E+00,-6.714425E-02,ds/dt,4.010000E-02,7.400000E-03,1.650000E-02,-1.650000E-02,mub/GeV2
692,2.340500E+00,9.821803E-01,6.409496E-01,-3.502177E-01,-1.767144E+00,-6.714425E-02,ds/dt,3.610000E-02,6.900000E-03,2.050000E-02,-2.050000E-02,mub/GeV2
693,2.380300E+00,1.005225E+00,6.765724E-01,-2.203955E-01,-1.720353E+00,-6.035306E-02,ds/dt,3.470000E-02,7.600000E-03,1.430000E-02,-1.430000E-02,mub/GeV2
694,2.380300E+00,1.005225E+00,6.765724E-01,-2.498026E-01,-1.760353E+00,-6.035306E-02,ds/dt,3.030000E-02,6.900000E-03,1.780000E-02,-1.780000E-02,mub/GeV2
695,2.419300E+00,1.027706E+00,7.102891E-01,-1.370356E-01,-1.714618E+00,-5.461822E-02,ds/dt,3.060000E-02,1.800000E-02,9.800000E-03,-9.800000E-03,mub/GeV2
696,2.419300E+00,1.027706E+00,7.102891E-01,-1.644340E-01,-1.754618E+00,-5.461822E-02,ds/dt,2.600000E-02,1.790000E-02,8.300000E-03,-8.300000E-03,mub/GeV2
697,2.457800E+00,1.049806E+00,7.425760E-01,-6.470206E-02,-1.709689E+00,-4.968906E-02,ds/dt,2.120000E-02,1.330000E-02,6.800000E-03,-6.800000E-03,mub/GeV2
698,2.457800E+00,1.049806E+00,7.425760E-01,-9.035753E-02,-1.749689E+00,-4.968906E-02,ds/dt,2.190000E-02,1.740000E-02,7.000000E-03,-7.000000E-03,mub/GeV2
