CLAS physics database search results
Measurement E63M2

Curtis A. Meyer
0

W	cos(theta)	dsigma/dcos(theta)	Data errors
GeV	dimensionless	mcb	mcb
2.625	-0.8	0.0137	0.0081
2.625	-0.69	0.0046	0.0025
2.625	-0.59	0.0039	0.002
2.625	-0.5	0.0073	0.0023
2.625	-0.4	0.0045	0.0017
2.625	-0.3	0.006	0.0016
2.625	-0.2	0.0063	0.0015
2.625	-0.1	0.0082	0.0017
2.625	0	0.0084	0.0016
2.625	0.1	0.012	0.002
2.625	0.2	0.0232	0.003
2.625	0.3	0.0378	0.0038
2.635	0.37	0.053	0.0067
2.635	0.42	0.0692	0.0077
2.635	0.47	0.0653	0.0092
2.635	0.53	0.1135	0.0127
2.635	0.57	0.1678	0.0154
2.635	0.62	0.2035	0.0178
2.635	0.67	0.2759	0.0249
2.635	0.72	0.3899	0.0333
2.635	0.78	0.4689	0.0382
2.635	0.82	0.654	0.0464
2.635	0.88	0.9679	0.0654
2.635	0.92	1.3637	0.1009
2.635	-0.8	0.0041	0.0049
2.635	-0.71	0.0029	0.0024
2.635	-0.6	0.0051	0.0021
2.635	-0.5	0.0047	0.0018
2.635	-0.4	0.0033	0.0015
2.635	-0.3	0.0057	0.0017
2.635	-0.2	0.0064	0.0017
2.635	-0.1	0.0075	0.0017
2.635	0	0.0067	0.0015
2.635	0.1	0.0133	0.0022
2.635	0.2	0.0201	0.0028
2.635	0.3	0.0366	0.0038
2.645	0.37	0.0566	0.007
2.645	0.42	0.0633	0.0077
2.645	0.47	0.0791	0.0096
2.645	0.53	0.1095	0.012
2.645	0.57	0.134	0.0129
2.645	0.62	0.1995	0.0182
2.645	0.67	0.2537	0.0219
2.645	0.72	0.3385	0.03
2.645	0.78	0.4919	0.039
2.645	0.82	0.7091	0.0478
2.645	0.88	0.9847	0.065
2.645	0.93	1.415	0.1658
2.645	-0.8	0.0104	0.0068
2.645	-0.7	0.0064	0.0031
2.645	-0.6	0.0022	0.0016
2.645	-0.5	0.0044	0.0017
2.645	-0.4	0.0047	0.0019
2.645	-0.3	0.0041	0.0016
2.645	-0.2	0.0025	0.001
2.645	-0.1	0.0032	0.001
2.645	0	0.007	0.0015
2.645	0.1	0.0094	0.0018
2.645	0.2	0.0183	0.0025
2.645	0.3	0.0321	0.0035
2.655	0.37	0.049	0.0067
2.655	0.42	0.0662	0.0078
2.655	0.47	0.0774	0.0093
2.655	0.53	0.1127	0.0123
2.655	0.57	0.1441	0.014
2.655	0.62	0.195	0.0175
2.655	0.67	0.2597	0.0225
2.655	0.72	0.3662	0.0325
2.655	0.78	0.5689	0.0435
2.655	0.82	0.7053	0.0482
2.655	0.88	1.0743	0.07
2.655	0.93	1.6046	0.1577
2.655	-0.8	0.005	0.0035
2.655	-0.7	0.0053	0.0032
2.655	-0.6	0.007	0.0028
2.655	-0.5	0.0048	0.0018
2.655	-0.4	0.0036	0.0016
2.655	-0.3	0.0063	0.0019
2.655	-0.2	0.0067	0.0017
2.655	-0.1	0.0063	0.0016
2.655	0	0.0108	0.002
2.655	0.1	0.0127	0.0021
2.655	0.2	0.0177	0.0027
2.655	0.3	0.0275	0.0032
2.665	0.37	0.0465	0.0059
2.665	0.42	0.0576	0.0066
2.665	0.47	0.0696	0.0085
2.665	0.53	0.1059	0.0113
2.665	0.57	0.1465	0.013
2.665	0.62	0.1814	0.0156
2.665	0.67	0.2233	0.0197
2.665	0.72	0.3455	0.0277
2.665	0.78	0.5549	0.0407
2.665	0.82	0.749	0.049
2.665	0.88	0.9944	0.0646
2.665	0.93	1.7314	0.1709
2.665	-0.79	0.0037	0.0032
2.665	-0.69	0.0023	0.0017
2.665	-0.6	0.0028	0.0017
2.665	-0.49	0.0022	0.0011
2.665	-0.4	0.0026	0.0012
2.665	-0.3	0.0033	0.0011
2.665	-0.2	0.0025	0.0009
2.665	-0.1	0.0058	0.0014
2.665	0	0.0059	0.0013
2.665	0.1	0.0108	0.0018
2.665	0.2	0.0163	0.0024
2.665	0.3	0.0278	0.0031
2.675	0.37	0.0351	0.0054
2.675	0.42	0.0604	0.0072
2.675	0.47	0.0774	0.0088
2.675	0.53	0.1027	0.0112
2.675	0.57	0.1403	0.013
2.675	0.62	0.2065	0.0174
2.675	0.67	0.2266	0.0207
2.675	0.72	0.3476	0.0285
2.675	0.78	0.5606	0.0466
2.675	0.82	0.7369	0.048
2.675	0.88	1.1407	0.0723
2.675	0.93	2.2631	0.3035
2.675	-0.79	0.0068	0.0042
2.675	-0.7	0.008	0.0032
2.675	-0.61	0.0045	0.0021
2.675	-0.49	0.0055	0.0021
2.675	-0.4	0.0023	0.0011
2.675	-0.3	0.0025	0.001
2.675	-0.2	0.0033	0.0011
2.675	-0.1	0.0029	0.0009
2.675	0	0.0044	0.0011
2.675	0.1	0.0074	0.0015
2.675	0.2	0.0127	0.002
2.675	0.3	0.0275	0.0031
2.685	0.37	0.0501	0.0068
2.685	0.42	0.0532	0.0068
2.685	0.47	0.0775	0.0094
2.685	0.53	0.105	0.0117
2.685	0.57	0.1532	0.0141
2.685	0.62	0.1629	0.0153
2.685	0.67	0.252	0.0228
2.685	0.72	0.3573	0.0307
2.685	0.78	0.5379	0.0385
2.685	0.82	0.8098	0.0542
2.685	0.88	1.0326	0.0699
2.685	0.93	1.7468	0.18
2.685	-0.8	0.0081	0.0047
2.685	-0.7	0.0048	0.0027
2.685	-0.6	0.0055	0.0028
2.685	-0.51	0.0024	0.0018
2.685	-0.4	0.0059	0.0021
2.685	-0.3	0.0041	0.0015
2.685	-0.2	0.0032	0.0011
2.685	-0.1	0.0033	0.0011
2.685	0	0.0048	0.0012
2.685	0.1	0.0087	0.0017
2.685	0.2	0.0146	0.0023
2.685	0.3	0.0332	0.0036
2.695	0.37	0.0419	0.0061
2.695	0.42	0.0554	0.0069
2.695	0.47	0.0555	0.0072
2.695	0.53	0.0857	0.0105
2.695	0.57	0.1441	0.0141
2.695	0.62	0.2143	0.0182
2.695	0.67	0.2649	0.0232
2.695	0.72	0.3821	0.0331
2.695	0.78	0.5198	0.0373
2.695	0.82	0.7545	0.0516
2.695	0.88	1.1587	0.0798
2.695	0.93	1.7739	0.1763
2.695	-0.8	0.0132	0.0075
2.695	-0.71	0.0049	0.0033
2.695	-0.61	0.0033	0.0021
2.695	-0.5	0.0029	0.0013
2.695	-0.4	0.0036	0.0016
2.695	-0.3	0.0025	0.001
2.695	-0.2	0.0039	0.0013
2.695	-0.1	0.0027	0.001
2.695	0	0.0038	0.0012
2.695	0.1	0.0067	0.0015
2.695	0.2	0.0206	0.0028
2.695	0.3	0.0302	0.0034
2.705	0.37	0.0398	0.0054
2.705	0.42	0.0516	0.0065
2.705	0.47	0.0665	0.0079
2.705	0.53	0.089	0.0103
2.705	0.57	0.1258	0.0118
2.705	0.62	0.1923	0.0161
2.705	0.67	0.2384	0.0203
2.705	0.72	0.3535	0.0292
2.705	0.78	0.5108	0.0387
2.705	0.82	0.7659	0.0513
2.705	0.88	1.1428	0.0768
2.705	0.93	1.7602	0.1459
2.705	-0.79	0.0126	0.0063
2.705	-0.7	0.0031	0.002
2.705	-0.59	0.0049	0.0024
2.705	-0.5	0.002	0.0011
2.705	-0.4	0.0052	0.002
2.705	-0.3	0.0031	0.0013
2.705	-0.2	0.0054	0.0015
2.705	-0.1	0.0033	0.001
2.705	0	0.0038	0.0011
2.705	0.1	0.0085	0.0016
2.705	0.2	0.0164	0.0023
2.705	0.3	0.0262	0.003
2.715	0.37	0.0455	0.0059
2.715	0.42	0.0523	0.0067
2.715	0.47	0.0675	0.0083
2.715	0.53	0.0854	0.0095
2.715	0.57	0.1132	0.0109
2.715	0.62	0.1851	0.0159
2.715	0.67	0.2593	0.023
2.715	0.72	0.3612	0.0285
2.715	0.78	0.5429	0.0404
2.715	0.82	0.7614	0.0491
2.715	0.88	1.3018	0.0804
2.715	0.93	1.7803	0.174
2.715	-0.79	0.014	0.0095
2.715	-0.7	0.0084	0.0032
2.715	-0.6	0.0055	0.002
2.715	-0.5	0.0055	0.002
2.715	-0.4	0.0034	0.0015
2.715	-0.3	0.0033	0.0013
2.715	-0.2	0.0036	0.0011
2.715	-0.1	0.0036	0.001
2.715	0	0.0043	0.0011
2.715	0.1	0.0094	0.0016
2.715	0.2	0.0159	0.0023
2.715	0.3	0.028	0.003
2.725	0.37	0.0328	0.0048
2.725	0.42	0.0486	0.006
2.725	0.47	0.0544	0.0071
2.725	0.53	0.1041	0.011
2.725	0.57	0.1407	0.0121
2.725	0.62	0.1977	0.0164
2.725	0.67	0.2129	0.0188
2.725	0.72	0.3963	0.0316
2.725	0.78	0.5637	0.0387
2.725	0.82	0.7039	0.0451
2.725	0.88	1.1998	0.0775
2.725	0.93	2.2335	0.3987
2.725	-0.79	0.0023	0.0026
2.725	-0.7	0.0019	0.0017
2.725	-0.6	0.0026	0.0015
2.725	-0.49	0.0015	0.001
2.725	-0.41	0.004	0.0021
2.725	-0.3	0.0047	0.0015
2.725	-0.19	0.0031	0.0011
2.725	-0.1	0.0023	0.0008
2.725	0	0.0042	0.001
2.725	0.1	0.0067	0.0014
2.725	0.2	0.0126	0.002
2.725	0.3	0.0268	0.0029
2.735	0.37	0.0404	0.0056
2.735	0.42	0.0426	0.0057
2.735	0.47	0.0595	0.0074
2.735	0.53	0.0834	0.0096
2.735	0.57	0.1172	0.0115
2.735	0.62	0.1662	0.0151
2.735	0.67	0.2073	0.0196
2.735	0.72	0.3196	0.0267
2.735	0.78	0.4512	0.0327
2.735	0.82	0.7168	0.0494
2.735	0.88	0.8503	0.0636
2.735	0.93	1.5362	0.1711
2.735	-0.79	0.0106	0.0062
2.735	-0.7	0.0051	0.0024
2.735	-0.6	0.0043	0.0024
2.735	-0.5	0.0038	0.0019
2.735	-0.41	0.0011	0.0009
2.735	-0.3	0.0036	0.0014
2.735	-0.2	0.0026	0.0011
2.735	-0.1	0.0037	0.0014
2.735	0	0.003	0.0011
2.735	0.1	0.0043	0.0012
2.735	0.2	0.0133	0.0022
2.735	0.3	0.023	0.0027
2.745	0.37	0.0293	0.0046
2.745	0.42	0.0317	0.0045
2.745	0.47	0.0401	0.0062
2.745	0.53	0.0775	0.0088
2.745	0.57	0.0897	0.0089
2.745	0.62	0.1334	0.0126
2.745	0.67	0.1776	0.0166
2.745	0.72	0.2603	0.0221
2.745	0.78	0.3906	0.0295
2.745	0.82	0.5345	0.0372
2.745	0.88	0.7466	0.0515
2.745	0.93	1.8415	0.2714
2.745	-0.81	0.0212	0.0109
2.745	-0.69	0.0066	0.0038
2.745	-0.6	0.0067	0.0022
2.745	-0.5	0.0045	0.0017
2.745	-0.4	0.0027	0.0014
2.745	-0.32	0.0043	0.002
2.745	-0.2	0.0014	0.0007
2.745	-0.1	0.002	0.0008
2.745	0	0.0026	0.0009
2.745	0.1	0.0041	0.0011
2.745	0.2	0.0087	0.0016
2.745	0.3	0.0163	0.0022
2.755	0.37	0.0328	0.0046
2.755	0.42	0.0401	0.0053
2.755	0.47	0.0565	0.007
2.755	0.53	0.0648	0.0079
2.755	0.57	0.0969	0.0101
2.755	0.62	0.1733	0.0151
2.755	0.67	0.2248	0.0207
2.755	0.72	0.3681	0.0286
2.755	0.78	0.4985	0.0342
2.755	0.82	0.7111	0.0461
2.755	0.88	1.0573	0.0677
2.755	0.93	1.3066	0.122
2.755	-0.79	0.0067	0.0038
2.755	-0.7	0.0033	0.0018
2.755	-0.61	0.004	0.0021
2.755	-0.5	0.0029	0.0012
2.755	-0.4	0.0026	0.0011
2.755	-0.3	0.0033	0.0012
2.755	-0.2	0.0028	0.0009
2.755	-0.1	0.0024	0.0008
2.755	0.01	0.0025	0.0008
2.755	0.1	0.007	0.0014
2.755	0.2	0.0119	0.0018
2.755	0.3	0.0232	0.0026
2.765	0.37	0.0349	0.0047
2.765	0.42	0.0475	0.0056
2.765	0.47	0.0564	0.0069
2.765	0.53	0.0895	0.0096
2.765	0.57	0.1108	0.0109
2.765	0.62	0.1703	0.0143
2.765	0.67	0.2195	0.0187
2.765	0.72	0.3604	0.0271
2.765	0.78	0.5571	0.0374
2.765	0.82	0.7987	0.0509
2.765	0.88	1.3437	0.0923
2.765	0.93	1.9001	0.1833
2.765	-0.8	0.014	0.0073
2.765	-0.7	0.008	0.0028
2.765	-0.6	0.0045	0.0021
2.765	-0.5	0.0033	0.0012
2.765	-0.41	0.0051	0.0017
2.765	-0.3	0.0024	0.001
2.765	-0.2	0.0019	0.0009
2.765	-0.1	0.002	0.0007
2.765	0	0.0033	0.0008
2.765	0.1	0.0026	0.0008
2.765	0.2	0.0101	0.0017
2.765	0.3	0.0213	0.0025
2.775	0.37	0.0232	0.004
2.775	0.42	0.0467	0.0057
2.775	0.47	0.0529	0.0066
2.775	0.53	0.0677	0.0079
2.775	0.57	0.1226	0.0111
2.775	0.62	0.1574	0.0136
2.775	0.67	0.2029	0.0181
2.775	0.72	0.3209	0.0293
2.775	0.78	0.48	0.0329
2.775	0.82	0.6817	0.0451
2.775	0.88	1.0745	0.0768
2.775	0.93	1.2161	0.1171
2.775	-0.79	0.0076	0.0033
2.775	-0.7	0.0061	0.0024
2.775	-0.6	0.0027	0.0013
2.775	-0.49	0.0029	0.0013
2.775	-0.4	0.0029	0.0012
2.775	-0.3	0.0029	0.001
2.775	-0.2	0.0016	0.0007
2.775	-0.1	0.0017	0.0006
2.775	0	0.003	0.0008
2.775	0.1	0.0043	0.001
2.775	0.2	0.0077	0.0014
2.775	0.3	0.0171	0.0023
2.785	0.37	0.0298	0.0045
2.785	0.42	0.0301	0.0044
2.785	0.47	0.0511	0.0066
2.785	0.53	0.0662	0.0079
2.785	0.57	0.117	0.011
2.785	0.62	0.1552	0.0136
2.785	0.67	0.1981	0.0177
2.785	0.72	0.3491	0.0259
2.785	0.78	0.4771	0.0327
2.785	0.82	0.7434	0.0477
2.785	0.88	1.0661	0.0715
2.785	0.93	2.1728	0.2688
2.785	-0.8	0.0048	0.0031
2.785	-0.7	0.0047	0.0019
2.785	-0.59	0.0027	0.0017
2.785	-0.51	0.0044	0.0021
2.785	-0.41	0.0029	0.0014
2.785	-0.3	0.0028	0.0011
2.785	-0.2	0.003	0.001
2.785	-0.1	0.0017	0.0007
2.785	0	0.0023	0.0008
2.785	0.1	0.0044	0.001
2.785	0.2	0.0079	0.0015
2.785	0.3	0.018	0.0023
2.795	0.37	0.0294	0.0045
2.795	0.42	0.0418	0.0055
2.795	0.47	0.0541	0.0069
2.795	0.53	0.0649	0.0083
2.795	0.57	0.108	0.0107
2.795	0.62	0.1452	0.0133
2.795	0.67	0.2344	0.0203
2.795	0.72	0.3075	0.0258
2.795	0.78	0.485	0.0357
2.795	0.82	0.7881	0.0556
2.795	0.88	1.0057	0.0706
2.795	0.93	1.4093	0.1283
2.795	-0.78	0.0027	0.0028
2.795	-0.7	0.0062	0.0026
2.795	-0.6	0.0038	0.0017
2.795	-0.53	0.0056	0.0025
2.795	-0.41	0.0031	0.0017
2.795	-0.3	0.0033	0.0014
2.795	-0.2	0.0014	0.0008
2.795	-0.1	0.0012	0.0006
2.795	0	0.0018	0.0007
2.795	0.1	0.0036	0.001
2.795	0.2	0.0103	0.0017
2.795	0.3	0.0171	0.0022
2.805	0.37	0.0279	0.0042
2.805	0.42	0.0375	0.005
2.805	0.47	0.0558	0.0068
2.805	0.53	0.0717	0.008
2.805	0.57	0.1069	0.0104
2.805	0.62	0.1406	0.013
2.805	0.67	0.2175	0.0188
2.805	0.72	0.3768	0.0281
2.805	0.78	0.5029	0.0338
2.805	0.82	0.7967	0.0505
2.805	0.88	1.0481	0.0712
2.805	0.93	1.6002	0.148
2.805	-0.79	0.0034	0.0028
2.805	-0.7	0.0023	0.0014
2.805	-0.6	0.0023	0.0015
2.805	-0.52	0.0031	0.0016
2.805	-0.4	0.0014	0.001
2.805	-0.29	0.0016	0.0009
2.805	-0.2	0.0018	0.0008
2.805	-0.1	0.0025	0.0007
2.805	0	0.0022	0.0008
2.805	0.1	0.003	0.0008
2.805	0.2	0.01	0.0016
2.805	0.3	0.0202	0.0024
2.815	0.37	0.0219	0.0037
2.815	0.42	0.0389	0.005
2.815	0.47	0.0417	0.0057
2.815	0.53	0.0701	0.0081
2.815	0.57	0.111	0.0107
2.815	0.62	0.153	0.0133
2.815	0.67	0.2435	0.0199
2.815	0.72	0.3044	0.0243
2.815	0.78	0.4717	0.0332
2.815	0.82	0.7581	0.0498
2.815	0.88	1.1531	0.0823
2.815	0.93	1.8468	0.2208
2.815	-0.8	0.0007	0.0014
2.815	-0.7	0.0031	0.0022
2.815	-0.6	0.0014	0.0011
2.815	-0.5	0.0023	0.0015
2.815	-0.41	0.0009	0.0012
2.815	-0.3	0.0014	0.001
2.815	-0.21	0.0028	0.001
2.815	-0.11	0.0009	0.0006
2.815	0	0.0021	0.0008
2.815	0.1	0.0046	0.0011
2.815	0.2	0.008	0.0015
2.815	0.3	0.0142	0.002
2.825	0.37	0.0278	0.0041
2.825	0.42	0.0344	0.0046
2.825	0.47	0.0484	0.0061
2.825	0.53	0.0754	0.0087
2.825	0.57	0.0905	0.0089
2.825	0.62	0.1572	0.014
2.825	0.67	0.2246	0.019
2.825	0.72	0.3372	0.026
2.825	0.78	0.4821	0.033
2.825	0.82	0.7258	0.0472
2.825	0.88	1.1977	0.0765
2.825	0.93	1.8686	0.2447
2.825	-0.79	0.0063	0.0054
2.825	-0.7	0.0029	0.0015
2.825	-0.6	0.0018	0.0011
2.825	-0.51	0.0025	0.0012
2.825	-0.39	0.003	0.0013
2.825	-0.29	0.003	0.0012
2.825	-0.2	0.0013	0.0007
2.825	-0.1	0.001	0.0005
2.825	0	0.0015	0.0006
2.825	0.1	0.0036	0.0009
2.825	0.2	0.009	0.0015
2.825	0.3	0.0129	0.0018
2.835	0.37	0.0191	0.0035
2.835	0.42	0.0275	0.0043
2.835	0.47	0.0389	0.0057
2.835	0.53	0.0616	0.0075
2.835	0.57	0.1001	0.0099
2.835	0.62	0.1423	0.0129
2.835	0.67	0.1773	0.0163
2.835	0.72	0.2809	0.0228
2.835	0.78	0.403	0.0287
2.835	0.82	0.7288	0.0548
2.835	0.88	0.9438	0.071
2.835	0.93	1.2238	0.1356
2.835	-0.78	0.0062	0.0041
2.835	-0.71	0.0091	0.0033
2.835	-0.61	0.0024	0.0017
2.835	-0.48	0.0017	0.0012
2.835	-0.4	0.0014	0.0009
2.835	-0.29	0.0025	0.0014
2.835	-0.2	0.0016	0.0009
2.835	-0.11	0.0008	0.0005
2.835	0	0.0017	0.0007
2.835	0.1	0.0042	0.001
2.835	0.2	0.0065	0.0013
2.835	0.3	0.0132	0.002
